. по слово :  count:343  textCnt:302
биологический проблема заявляю :  count:2  textCnt:2
в полтора раз :  count:2  textCnt:2
поймал с помощь :  count:2  textCnt:2
до приемлемый уровень :  count:2  textCnt:2
наличие микроб на :  count:2  textCnt:2
не имею отношение :  count:2  textCnt:2
планет удался с :  count:2  textCnt:2
тру в область :  count:2  textCnt:1
, на место :  count:2  textCnt:1
находка , возможно :  count:2  textCnt:2
и европа есть :  count:2  textCnt:1
разработка беспилотный самолёт :  count:2  textCnt:2
мощный вспышка от :  count:2  textCnt:2
сообщил лишь о :  count:2  textCnt:2
расстояние от солнце :  count:2  textCnt:2
штат виржиния . :  count:2  textCnt:1
конец 2007 год :  count:2  textCnt:2
отложен на сутки :  count:2  textCnt:2
press . такой :  count:2  textCnt:2
военный мощь китай :  count:2  textCnt:2
народный освободительный армия :  count:2  textCnt:2
ввс . в :  count:2  textCnt:2
океан . запуск :  count:2  textCnt:2
на полградуса , :  count:2  textCnt:2
opportunity продолжил работа :  count:2  textCnt:2
на экологически чистый :  count:2  textCnt:2
возможный неисправность . :  count:2  textCnt:2
месяц самый тщательный :  count:2  textCnt:2
различный сейсмологический процесс :  count:2  textCnt:2
проработал на орбита :  count:2  textCnt:2
есть проходить в :  count:2  textCnt:2
принять соответствующий мера :  count:2  textCnt:2
вышел на ял :  count:2  textCnt:2
то , чего :  count:2  textCnt:2
космос уж совершил :  count:2  textCnt:2
воздух . также :  count:2  textCnt:2
. к решение :  count:2  textCnt:2
завод . однако :  count:2  textCnt:2
, что одновременно :  count:2  textCnt:2
состою из метан :  count:2  textCnt:2
а за счет :  count:2  textCnt:2
макет полезный нагрузка :  count:2  textCnt:1
вхождение в атмосфера :  count:2  textCnt:2
в вод и :  count:2  textCnt:2
стать , в :  count:2  textCnt:2
он , на :  count:2  textCnt:2
в результат раскопка :  count:2  textCnt:2
минобороны , но :  count:2  textCnt:2
гранатомета и два :  count:2  textCnt:2
руководитель проект . :  count:2  textCnt:2
земля в течение :  count:2  textCnt:2
на юг , :  count:2  textCnt:2
. за несколько :  count:2  textCnt:2
за пять минута :  count:2  textCnt:2
ракета класс asat :  count:2  textCnt:2
и марс 14 :  count:2  textCnt:2
система . как :  count:2  textCnt:2
. мы , :  count:2  textCnt:2
теплоизоляционный покрытие . :  count:2  textCnt:2
который позволил сделать :  count:2  textCnt:2
того , система :  count:2  textCnt:2
вместительный кабина , :  count:2  textCnt:2
а в европа :  count:2  textCnt:2
новый стратегия , :  count:2  textCnt:2
информация о наличие :  count:2  textCnt:2
, что про :  count:2  textCnt:1
километр . перед :  count:2  textCnt:2
. повод для :  count:2  textCnt:2
и гамма детектор :  count:2  textCnt:2
территория чечня , :  count:2  textCnt:2
из за нарушение :  count:2  textCnt:2
фотография титан . :  count:2  textCnt:2
по серфингу в :  count:2  textCnt:2
. есть затоплен :  count:2  textCnt:1
, а последний :  count:2  textCnt:2
поддержание баланс в :  count:2  textCnt:2
подкомитет по личной :  count:2  textCnt:1
. выработавший свой :  count:2  textCnt:2
получаю из вод :  count:2  textCnt:2
корабль , если :  count:2  textCnt:2
на пилотируемый аппарат :  count:2  textCnt:2
дает имя возможность :  count:2  textCnt:2
декабрь , но :  count:2  textCnt:2
пру взлете сбил :  count:2  textCnt:1
в качество своеобразный :  count:2  textCnt:2
я увидел , :  count:2  textCnt:2
шаттл в случай :  count:2  textCnt:2
500 метровый кратер :  count:2  textCnt:2
то в настоящее :  count:2  textCnt:2
александр румянец , :  count:2  textCnt:2
ход предстартовый проверка :  count:2  textCnt:2
газета haaretz , :  count:2  textCnt:2
в время первый :  count:2  textCnt:1
украина есть сокращён :  count:2  textCnt:2
без посадка и :  count:2  textCnt:2
использовать для поиск :  count:2  textCnt:2
на переговоры также :  count:2  textCnt:2
. в центр :  count:2  textCnt:2
он смог открывать :  count:2  textCnt:2
в 1996 стартовал :  count:2  textCnt:2
. этот радар :  count:2  textCnt:2
квантовый компьютер и :  count:2  textCnt:2
burt rutan . :  count:2  textCnt:2
, мексика и :  count:2  textCnt:2
от американский шаттл :  count:2  textCnt:2
орбита . за :  count:2  textCnt:2
агентство nasa . :  count:2  textCnt:2
на создание и :  count:2  textCnt:2
для они никогда :  count:2  textCnt:2
с два тайконавтами :  count:2  textCnt:2
грузовик , не :  count:2  textCnt:2
конец последний ледниковый :  count:2  textCnt:2
adventures , который :  count:2  textCnt:2
. f 16 :  count:2  textCnt:2
картинка на dvd :  count:2  textCnt:2
и министр экономический :  count:2  textCnt:2
следующий месяц . :  count:2  textCnt:2
. первый раз :  count:2  textCnt:2
мы состоялся очень :  count:2  textCnt:2
слово генерал , :  count:2  textCnt:2
, который предназначен :  count:2  textCnt:2
заказ пентагон компания :  count:2  textCnt:2
покинуть околоземный пространство :  count:2  textCnt:2
этот страна к :  count:2  textCnt:2
, по подсчетам :  count:2  textCnt:2
авиабаза в кант :  count:2  textCnt:2
, поскольку основное :  count:2  textCnt:2
для марсианский экспедиция :  count:2  textCnt:2
не только не :  count:2  textCnt:2
плановый полёт . :  count:2  textCnt:2
на территория северный :  count:2  textCnt:2
сбор данные , :  count:2  textCnt:2
годовщина атомный бомбардировка :  count:2  textCnt:2
и связанный с :  count:2  textCnt:2
скафандр орлан . :  count:2  textCnt:1
два 20 метровый :  count:2  textCnt:2
нет , так :  count:2  textCnt:2
зенитный ракета , :  count:2  textCnt:2
, сообщаю официальный :  count:2  textCnt:2
он заявил на :  count:2  textCnt:2
для военнослужащий , :  count:2  textCnt:2
такой же класс :  count:2  textCnt:2
но на прошлый :  count:2  textCnt:2
нечто , похожий :  count:2  textCnt:2
звук . для :  count:2  textCnt:2
а в второе :  count:2  textCnt:2
на сайт defensetech :  count:2  textCnt:2
который удался построить :  count:2  textCnt:2
корабль и самолёт :  count:2  textCnt:1
год учёный смог :  count:2  textCnt:2
сша и евросоюз :  count:2  textCnt:2
сила россия юрий :  count:2  textCnt:2
. на основание :  count:2  textCnt:2
год учёный из :  count:2  textCnt:2
, чтобы достигнуть :  count:2  textCnt:2
по дикий природа :  count:2  textCnt:1
тысяча солнечный . :  count:2  textCnt:1
ядро комета , :  count:2  textCnt:2
, базировавшийся на :  count:2  textCnt:2
после совместный заявление :  count:2  textCnt:2
земля миллиард год :  count:2  textCnt:2
таран и александр :  count:2  textCnt:1
выпустил новый dvd :  count:2  textCnt:1
2 , ме :  count:2  textCnt:2
ещё не есть :  count:2  textCnt:2
собственно многоразовый являюсь :  count:2  textCnt:2
2000 километр , :  count:2  textCnt:2
5 , который :  count:2  textCnt:2
научный эксперимент и :  count:2  textCnt:2
есть вывозить море :  count:2  textCnt:2
в космический сфера :  count:2  textCnt:2
область накануне вечер :  count:2  textCnt:2
, который послужил :  count:2  textCnt:2
челнок должен есть :  count:2  textCnt:2
суицид стал дедовщина :  count:2  textCnt:2
на казахстанский военный :  count:2  textCnt:2
заниматься вождение машин :  count:2  textCnt:2
накануне вечер . :  count:2  textCnt:2
принял решение отложить :  count:2  textCnt:2
неделя назад на :  count:2  textCnt:2
лицо с высший :  count:2  textCnt:2
в эксплуатация 20 :  count:2  textCnt:2
и обнаружил , :  count:2  textCnt:2
настоящее время существую :  count:2  textCnt:2
военный контингент сша :  count:2  textCnt:2
склоняюсь к том :  count:2  textCnt:2
апл проект 671 :  count:2  textCnt:2
. данные , :  count:2  textCnt:2
китай , в :  count:2  textCnt:2
, проект , :  count:2  textCnt:2
в 14 миллиард :  count:2  textCnt:2
в односторонний порядок :  count:2  textCnt:2
принимаю непосредственный участие :  count:2  textCnt:2
в история астронавт :  count:2  textCnt:2
способный дважды за :  count:2  textCnt:2
орбита составил не :  count:2  textCnt:2
агентство . после :  count:2  textCnt:2
в киргизия есть :  count:2  textCnt:1
они примерно на :  count:2  textCnt:2
раз вышел в :  count:2  textCnt:2
тот 160 в :  count:2  textCnt:2
северный ледяной шапка :  count:2  textCnt:2
должен измениться на :  count:2  textCnt:2
октябрь вильнёв получил :  count:2  textCnt:2
план по создание :  count:2  textCnt:1
переговоры также обсуждаюсь :  count:2  textCnt:2
, нашёл применение :  count:2  textCnt:2
. операция прошёл :  count:2  textCnt:2
сообщаю газета коммерсант :  count:2  textCnt:2
47 chinook ввс :  count:2  textCnt:1
и египетский пирамида :  count:2  textCnt:2
создание космический станция :  count:2  textCnt:1
приостановка полёт шаттл :  count:2  textCnt:2
реактивный двигатель и :  count:2  textCnt:2
использовать с помощь :  count:2  textCnt:2
lhc , мощнейший :  count:2  textCnt:2
океан . ещё :  count:2  textCnt:2
соответствие с утвержденным :  count:2  textCnt:2
возгорание пар горюч :  count:2  textCnt:1
партизан . в :  count:2  textCnt:2
в устье нева :  count:2  textCnt:1
агентство есть уверен :  count:2  textCnt:2
гравитационный сила , :  count:2  textCnt:2
проект beagle 2 :  count:2  textCnt:2
космос . специалист :  count:2  textCnt:2
корабль , подобный :  count:2  textCnt:2
два день , :  count:2  textCnt:2
термозащиты коламбии и :  count:2  textCnt:2
носитель delta 2 :  count:2  textCnt:2
процессия седой ветеран :  count:2  textCnt:1
так называемый кувырок :  count:2  textCnt:2
заведующий отдел космический :  count:2  textCnt:2
и f 15 :  count:2  textCnt:1
атмосфера . корабль :  count:2  textCnt:2
под поверхность планет :  count:2  textCnt:2
, вероятность того :  count:2  textCnt:2
не направлен против :  count:2  textCnt:2
в душанбе . :  count:2  textCnt:2
. фрагмент космический :  count:2  textCnt:2
выведший из строя :  count:2  textCnt:2
сотрудничество , сообщаю :  count:2  textCnt:2
космос назначен на :  count:2  textCnt:2
солнечный луч . :  count:2  textCnt:2
смог существенно уточнить :  count:2  textCnt:2
50 поступил в :  count:2  textCnt:2
и более холодное :  count:2  textCnt:2
мкс салижан шарип :  count:2  textCnt:2
на встреча большой :  count:2  textCnt:1
жидкий азот , :  count:2  textCnt:2
раз . в :  count:2  textCnt:2
этот пограничный зона :  count:2  textCnt:1
российский наука , :  count:2  textCnt:1
служба на балтийск :  count:2  textCnt:2
вид ядерный оружие :  count:2  textCnt:2
четвертый по мощность :  count:2  textCnt:1
, что правительство :  count:2  textCnt:2
который есть использоваться :  count:2  textCnt:2
утоньшение озоновый слоя :  count:2  textCnt:2
европейский агентство по :  count:2  textCnt:2
россия . разработчик :  count:2  textCnt:2
. запуск аппарат :  count:2  textCnt:2
его спутник , :  count:2  textCnt:2
использование государственный земеля :  count:2  textCnt:2
от место приземление :  count:2  textCnt:2
даже к небольшой :  count:2  textCnt:2
му возвращаемый аппарат :  count:2  textCnt:2
гироскоп оказался невозможный :  count:2  textCnt:2
режим намечен на :  count:2  textCnt:2
пассажир о весь :  count:2  textCnt:2
назад и подписанный :  count:2  textCnt:2
давиденко . пилотируемый :  count:2  textCnt:2
однако не весь :  count:2  textCnt:2
компания sikorsky aircraft :  count:2  textCnt:1
представляю себя не :  count:2  textCnt:2
граница в штат :  count:2  textCnt:1
отказался участвовать в :  count:2  textCnt:2
италия и франций :  count:2  textCnt:2
по этот шкала :  count:2  textCnt:1
власть под давление :  count:2  textCnt:2
из обнаруженный на :  count:2  textCnt:2
в чилийский пустыня :  count:2  textCnt:2
станция нет . :  count:2  textCnt:2
батарея и гироскоп :  count:2  textCnt:2
временю успешно стартовал :  count:2  textCnt:2
, юар и :  count:2  textCnt:2
, что человечество :  count:2  textCnt:2
. начальник генеральный :  count:2  textCnt:2
за время полёт :  count:2  textCnt:2
формируюсь в вод :  count:2  textCnt:2
46 по московский :  count:2  textCnt:2
вертолеты , а :  count:2  textCnt:2
пакистанский переговоры . :  count:2  textCnt:2
. приблизительный стоимость :  count:2  textCnt:2
оказался на орбита :  count:2  textCnt:2
не прихожусь сталкиваться :  count:2  textCnt:2
авиабаза израильский ввс :  count:2  textCnt:2
нахожусь российский президент :  count:2  textCnt:2
пру помощь специальный :  count:2  textCnt:2
являюсь изучение титан :  count:2  textCnt:2
уж провожусь с :  count:2  textCnt:2
состав спутниковый орбитальный :  count:2  textCnt:2
реализация совместный проект :  count:2  textCnt:2
ареал обитание , :  count:2  textCnt:2
что решение о :  count:2  textCnt:2
проект дон кихот :  count:2  textCnt:1
после двухлетний перерыв :  count:2  textCnt:2
правительство принимающий государство :  count:2  textCnt:2
до устранение весь :  count:2  textCnt:2
на мкс экипаж :  count:2  textCnt:2
платформа для цифровой :  count:2  textCnt:2
играть в компьютерный :  count:2  textCnt:2
очередь , являюсь :  count:2  textCnt:2
в крым , :  count:2  textCnt:2
наблюдение за поверхность :  count:2  textCnt:2
программа nasa , :  count:2  textCnt:2
область , а :  count:2  textCnt:2
авиадвигатель ала 55и :  count:2  textCnt:1
пришёлся отложить из :  count:2  textCnt:2
подписал контракт на :  count:2  textCnt:2
на первое этап :  count:2  textCnt:2
течение более чем :  count:2  textCnt:2
и заняв позиция :  count:2  textCnt:2
для его модернизация :  count:2  textCnt:2
жюль верн и :  count:2  textCnt:2
незамеченный к спутник :  count:2  textCnt:2
в космос человек :  count:2  textCnt:2
другой , который :  count:2  textCnt:2
куроед . на :  count:2  textCnt:2
отправился в свой :  count:2  textCnt:2
значение . как :  count:2  textCnt:2
морской флот советский :  count:2  textCnt:1
рф сергей иванов :  count:2  textCnt:2
климат , а :  count:2  textCnt:2
потерпевший авария миг :  count:2  textCnt:2
в сша прошёл :  count:2  textCnt:2
, они быль :  count:2  textCnt:2
общий предок , :  count:2  textCnt:2
бактерия , но :  count:2  textCnt:2
посетил глава военен :  count:2  textCnt:2
объект солнечный система :  count:2  textCnt:2
доклад говорюсь , :  count:2  textCnt:2
шаттл к мкс :  count:2  textCnt:2
повод утверждать , :  count:2  textCnt:2
среда стал известно :  count:2  textCnt:2
ориентация . по :  count:2  textCnt:2
ракета vsb 30 :  count:2  textCnt:1
тем , многие :  count:2  textCnt:2
discovery выполнил тщательный :  count:2  textCnt:2
генерал джон джампер :  count:2  textCnt:2
являюсь пережиток холодный :  count:2  textCnt:2
есть построен на :  count:2  textCnt:2
. исследование было :  count:2  textCnt:2
реакция и образование :  count:2  textCnt:2
бинни brian binnie :  count:2  textCnt:2
около шесть час :  count:2  textCnt:2
древнейший глиняный очаг :  count:2  textCnt:1
рабочий временю , :  count:2  textCnt:2
великий китайский стен :  count:2  textCnt:1
в киргизия и :  count:2  textCnt:2
ближайший 25 год :  count:2  textCnt:2
канал . однако :  count:2  textCnt:2
ведение локальный боевы :  count:2  textCnt:1
по признак преступление :  count:2  textCnt:2
шасси , и :  count:2  textCnt:2
с система мониторинг :  count:2  textCnt:1
сравнительно немного . :  count:2  textCnt:2
необходимый замер , :  count:2  textCnt:2
. в квантовый :  count:2  textCnt:2
завод , авиабаза :  count:2  textCnt:2
эксперимент . в :  count:2  textCnt:2
кругосветный перелет без :  count:2  textCnt:2
, говорю ричард :  count:2  textCnt:2
градус кельвин . :  count:2  textCnt:2
военен технический политик :  count:2  textCnt:2
1965 год , :  count:2  textCnt:2
не позволил имя :  count:2  textCnt:2
процент , чего :  count:2  textCnt:2
соити ногучи soichi :  count:2  textCnt:2
для исследование элементный :  count:2  textCnt:2
, а это :  count:2  textCnt:2
примерно в 15 :  count:2  textCnt:2
nasa решил , :  count:2  textCnt:2
начало февраль стал :  count:2  textCnt:2
армия , полностью :  count:2  textCnt:2
за этот период :  count:2  textCnt:2
солнечный луч , :  count:2  textCnt:2
к мкс российский :  count:2  textCnt:2
который в 2003 :  count:2  textCnt:2
данные , или :  count:2  textCnt:2
звук . если :  count:2  textCnt:2
было достигнут в :  count:2  textCnt:2
российский союз , :  count:2  textCnt:2
чиао и астронавт :  count:2  textCnt:2
сделанный с расстояние :  count:2  textCnt:2
и фауна . :  count:2  textCnt:2
. система управление :  count:2  textCnt:2
сближение с фебой :  count:2  textCnt:2
ракета , радиус :  count:2  textCnt:2
на россия , :  count:2  textCnt:2
в март , :  count:2  textCnt:2
хьюстон . каждый :  count:2  textCnt:2
, однако весь :  count:2  textCnt:2
неудачный попытка развернуться :  count:2  textCnt:2
смерть человек . :  count:2  textCnt:2
в 1944 год :  count:2  textCnt:2
возглавляю медиамагнат руперт :  count:2  textCnt:2
ещё один гироскоп :  count:2  textCnt:2
в ночное время :  count:2  textCnt:2
использование такой технология :  count:2  textCnt:2
поступил около 50 :  count:2  textCnt:2
объект , причём :  count:2  textCnt:2
в крым после :  count:2  textCnt:1
лучше понять , :  count:2  textCnt:2
sony pictures , :  count:2  textCnt:2
мера , в :  count:2  textCnt:2
просто некуда есть :  count:2  textCnt:1
. по замысел :  count:2  textCnt:2
о чрезвычайный полномочие :  count:2  textCnt:1
время считаюсь , :  count:2  textCnt:2
сообщаю boston globe :  count:2  textCnt:2
направление , в :  count:2  textCnt:2
военный технология в :  count:2  textCnt:2
для развитие vsat :  count:2  textCnt:2
а 28 сентябрь :  count:2  textCnt:2
отмечаю reuters , :  count:2  textCnt:2
за приз в :  count:2  textCnt:1
планет , обращающийся :  count:2  textCnt:1
контролировать сразу треть :  count:2  textCnt:2
. за тот :  count:2  textCnt:2
сайт федеральный космический :  count:2  textCnt:2
cnn . в :  count:2  textCnt:2
серфингу в австралия :  count:2  textCnt:2
один космический объект :  count:2  textCnt:2
уж после того :  count:2  textCnt:2
подсчетам астроном , :  count:2  textCnt:2
доллар . для :  count:2  textCnt:2
окончание холодный война :  count:2  textCnt:2
анализ показываю , :  count:2  textCnt:2
курс и есть :  count:2  textCnt:2
его поверхность , :  count:2  textCnt:2
. в тендер :  count:2  textCnt:2
вместе с космонавт :  count:2  textCnt:2
законопроект , принятый :  count:2  textCnt:2
космический пространство и :  count:2  textCnt:2
1997 год и :  count:2  textCnt:2
поражение . в :  count:2  textCnt:2
, решение о :  count:2  textCnt:2
по мнение представитель :  count:2  textCnt:2
президентский совет по :  count:2  textCnt:2
новое неполадка на :  count:2  textCnt:2
лазер вместо красное :  count:2  textCnt:2
несколько месяц . :  count:2  textCnt:2
яйцо за раз :  count:2  textCnt:1
земля . учёный :  count:2  textCnt:2
, помимо отработавший :  count:2  textCnt:2
, подобный юпитер :  count:2  textCnt:2
исследователь , который :  count:2  textCnt:2
сообщаю skynews . :  count:2  textCnt:2
проект , стоимость :  count:2  textCnt:2
прежний аппарат . :  count:2  textCnt:2
спутник глонасс м :  count:2  textCnt:1
развитие vsat сеть :  count:2  textCnt:2
назад . на :  count:2  textCnt:2
состою . это :  count:2  textCnt:2
, орбитальный комплекс :  count:2  textCnt:2
на земля после :  count:2  textCnt:2
новость сообщил в :  count:2  textCnt:2
безопасен для здоровье :  count:2  textCnt:2
, санторини , :  count:2  textCnt:2
, на российский :  count:2  textCnt:2
должен обеспечить прием :  count:2  textCnt:2
, как полёт :  count:2  textCnt:2
. это в :  count:2  textCnt:2
, другой в :  count:2  textCnt:2
зафиксировать гравитационный волна :  count:2  textCnt:2
. для доказательство :  count:2  textCnt:2
встречающийся в природа :  count:2  textCnt:2
не смог завершить :  count:2  textCnt:2
килограммовый снаряд impactor :  count:2  textCnt:2
полученный снимок ядро :  count:2  textCnt:2
на орбита стал :  count:2  textCnt:2
достижение в этот :  count:2  textCnt:2
робот rockviss и :  count:2  textCnt:2
международный сообщество , :  count:2  textCnt:2
экипаж мкс досрочно :  count:2  textCnt:2
, как раз :  count:2  textCnt:2
микроволны могу использоваться :  count:2  textCnt:2
астронавт лероя чиао :  count:2  textCnt:2
весь они быль :  count:2  textCnt:2
старт корабль союз :  count:2  textCnt:2
том число о :  count:2  textCnt:2
виктор благово , :  count:2  textCnt:2
опубликован в среда :  count:2  textCnt:2
ханабад в узбекистан :  count:2  textCnt:2
быстро реагировать на :  count:2  textCnt:2
, что появление :  count:2  textCnt:2
, который прилетел :  count:2  textCnt:2
запуск mars reconnaissance :  count:2  textCnt:2
и их сотрудник :  count:2  textCnt:2
поиск лекарство от :  count:2  textCnt:2
чистый вод . :  count:2  textCnt:2
пол . на :  count:2  textCnt:2
что мост на :  count:2  textCnt:2
. причём для :  count:2  textCnt:2
адмирал сэр джеймс :  count:2  textCnt:2
время полёт он :  count:2  textCnt:2
мкс в течение :  count:2  textCnt:2
испытываю дискомфорт , :  count:2  textCnt:2
, сотрудник nasa :  count:2  textCnt:2
аппарат , как :  count:2  textCnt:2
давление определяю количество :  count:2  textCnt:2
на планет 650 :  count:2  textCnt:2
, единственный луна :  count:2  textCnt:2
подписал указ о :  count:2  textCnt:2
дискавери , запуск :  count:2  textCnt:2
в идеальный условие :  count:2  textCnt:2
устройство используюсь в :  count:2  textCnt:1
член комитет , :  count:2  textCnt:2
поколение мобильный телефон :  count:2  textCnt:1
орбита полёт станция :  count:2  textCnt:2
с астероид или :  count:2  textCnt:2
пентагон есть продолжать :  count:2  textCnt:2
конец апрель . :  count:2  textCnt:2
осмотр , а :  count:2  textCnt:2
. его рост :  count:2  textCnt:2
из стрелковый оружие :  count:2  textCnt:2
в медицина . :  count:2  textCnt:2
дыгало , помощник :  count:2  textCnt:2
возвращение шаттл в :  count:2  textCnt:2
событие . считаюсь :  count:2  textCnt:2
до миллиметр , :  count:2  textCnt:2
блок дистанционный управление :  count:2  textCnt:2
исследование и освоение :  count:2  textCnt:2
её сначала перенёс :  count:2  textCnt:2
50 ночное всепогодный :  count:2  textCnt:2
чтобы понять , :  count:2  textCnt:2
космодром есть проведён :  count:2  textCnt:2
с большой вероятность :  count:2  textCnt:2
в который крайне :  count:2  textCnt:2
могу свидетельствовать о :  count:2  textCnt:2
риск , связанный :  count:2  textCnt:2
весь в течение :  count:2  textCnt:2
представил в конгресс :  count:2  textCnt:2
telegraph с ссылка :  count:2  textCnt:2
собранный прежний аппарат :  count:2  textCnt:2
, причина это :  count:2  textCnt:2
названный spaceshipone , :  count:2  textCnt:2
решать . он :  count:2  textCnt:2
лос аламосе los :  count:2  textCnt:2
отстыкованный от мкс :  count:2  textCnt:2
человек и улитка :  count:2  textCnt:2
. затем посол :  count:2  textCnt:2
проблема . работа :  count:2  textCnt:2
23 декабрь его :  count:2  textCnt:2
, который содержусь :  count:2  textCnt:2
течение гольфстрим , :  count:2  textCnt:2
число оспреев составил :  count:2  textCnt:2
q tel , :  count:2  textCnt:2
из университет аризона :  count:2  textCnt:2
весь объект противовоздушный :  count:2  textCnt:2
отличаюсь минимальный заметность :  count:2  textCnt:2
чего в nasa :  count:2  textCnt:2
это , если :  count:2  textCnt:2
прибыл взвод российский :  count:2  textCnt:2
игра , который :  count:2  textCnt:2
год с день :  count:2  textCnt:2
в верхний палеолит :  count:2  textCnt:1
, что погибший :  count:2  textCnt:2
в свой ряд :  count:2  textCnt:2
, рассказал официальный :  count:2  textCnt:2
концентрация усилие на :  count:2  textCnt:2
президентский программа по :  count:2  textCnt:2
шаттл выполнен только :  count:2  textCnt:2
робот для починка :  count:2  textCnt:2
в космос более :  count:2  textCnt:2
ещё могу работать :  count:2  textCnt:2
оборона заказал компания :  count:2  textCnt:2
в музей , :  count:2  textCnt:2
ситуация пру стыковка :  count:2  textCnt:1
процент , на :  count:2  textCnt:1
его топливный бак :  count:2  textCnt:2
на естественный спутник :  count:2  textCnt:2
телевизор , играть :  count:2  textCnt:2
. собственно многоразовый :  count:2  textCnt:2
. руководитель группа :  count:2  textCnt:2
несколько раз меньше :  count:2  textCnt:2
в текущий год :  count:2  textCnt:2
организация , в :  count:2  textCnt:2
стартовал с байконур :  count:2  textCnt:2
два звезд . :  count:2  textCnt:2
вживил электрод в :  count:2  textCnt:2
в личной состав :  count:2  textCnt:2
экспедиция nasa и :  count:2  textCnt:2
капитан первое ранг :  count:2  textCnt:2
век среднегодовой температура :  count:2  textCnt:2
в эксперимент по :  count:2  textCnt:2
представитель нефтяной компания :  count:2  textCnt:2
, только сейчас :  count:2  textCnt:2
лежащий на день :  count:2  textCnt:2
как днем , :  count:2  textCnt:2
. это также :  count:2  textCnt:2
в ирак обнаружить :  count:2  textCnt:2
баз из центральный :  count:2  textCnt:2
пришёл в голов :  count:2  textCnt:2
. серебристый облако :  count:2  textCnt:1
по 2 . :  count:2  textCnt:1
в будущее год :  count:2  textCnt:2
достаточно сильный для :  count:2  textCnt:2
, где происхожу :  count:2  textCnt:2
заменен другой , :  count:2  textCnt:2
проблема , но :  count:2  textCnt:2
совместный усилие , :  count:2  textCnt:2
41 по московский :  count:2  textCnt:2
по московский . :  count:2  textCnt:2
и нью мексико :  count:2  textCnt:2
. новый модель :  count:2  textCnt:2
о происхождение птица :  count:2  textCnt:2
конференция , посвященную :  count:2  textCnt:2
жизнь , в :  count:2  textCnt:2
патрулирование и сопровождение :  count:2  textCnt:2
их источник предположительно :  count:2  textCnt:2
, что под :  count:2  textCnt:2
как отмечаюсь , :  count:2  textCnt:2
, а тем :  count:2  textCnt:2
. в кабина :  count:2  textCnt:2
вывод военный контингент :  count:2  textCnt:2
четверг daily telegraph :  count:2  textCnt:2
солнечный система нахожусь :  count:2  textCnt:2
того , похожий :  count:2  textCnt:2
в состав многонациональный :  count:2  textCnt:2
, и несколько :  count:2  textCnt:2
придется задержаться на :  count:2  textCnt:2
газета . как :  count:2  textCnt:2
запас вод , :  count:2  textCnt:2
в два километр :  count:2  textCnt:2
год назад по :  count:2  textCnt:2
строительство авианосец для :  count:2  textCnt:1
космический агентство сообщил :  count:2  textCnt:2
к его манипулятор :  count:2  textCnt:2
приступил к вывод :  count:2  textCnt:1
тысяча раз больше :  count:2  textCnt:2
возможность того , :  count:2  textCnt:2
должностной полномочие и :  count:2  textCnt:1
мероприятие , посвященные :  count:2  textCnt:2
движение комета и :  count:2  textCnt:2
как сша итак :  count:2  textCnt:2
, и программа :  count:2  textCnt:2
скафандр орлан , :  count:2  textCnt:2
. однако вопрос :  count:2  textCnt:2
сайт газета daily :  count:2  textCnt:2
в ближайший десять :  count:2  textCnt:2
разрабатываю спутник , :  count:2  textCnt:2
. с российский :  count:2  textCnt:2
гибель звезд . :  count:2  textCnt:2
национальный лаборатория айдахо :  count:2  textCnt:1
более чем 180 :  count:2  textCnt:2
идти в армия :  count:2  textCnt:1
собираюсь использовать для :  count:2  textCnt:2
из гарвард смитсоновский :  count:2  textCnt:2
структура , напоминающий :  count:2  textCnt:2
украинский спутник на :  count:2  textCnt:2
. изначально этот :  count:2  textCnt:2
марс . в :  count:2  textCnt:2
в состав экспедиция :  count:2  textCnt:2
ядерный материал . :  count:2  textCnt:1
оснащенный сверхточный инструмент :  count:2  textCnt:2
понять , почему :  count:2  textCnt:2
предложение российский сторона :  count:2  textCnt:2
масса мкс . :  count:2  textCnt:2
обломок более крупный :  count:2  textCnt:2
время новость , :  count:2  textCnt:2
может применяться для :  count:2  textCnt:2
gripen , dassault :  count:2  textCnt:2
такой условие , :  count:2  textCnt:2
год . планет :  count:2  textCnt:2
независимый эксперт . :  count:2  textCnt:2
сделка с китай :  count:2  textCnt:2
подготовка и проведение :  count:2  textCnt:2
космический телескоп . :  count:2  textCnt:2
как заявил билл :  count:2  textCnt:2
су 33 , :  count:2  textCnt:2
. сейчас мы :  count:2  textCnt:2
, основной часть :  count:2  textCnt:2
комиссия установил , :  count:2  textCnt:2
молодая звезд . :  count:2  textCnt:2
геосинхронный орбита с :  count:2  textCnt:2
, в страна :  count:2  textCnt:2
метр , но :  count:2  textCnt:2
представитель вооружённый сила :  count:2  textCnt:2
балтийск флот . :  count:2  textCnt:2
nasa уэйн хэйл :  count:2  textCnt:2
хм3 radio на :  count:2  textCnt:2
расстояние в 133 :  count:2  textCnt:2
что сша , :  count:2  textCnt:2
россия , в :  count:2  textCnt:2
тайвань , сообщаю :  count:2  textCnt:2
отправленный на мкс :  count:2  textCnt:2
информация , опубликованный :  count:2  textCnt:2
есть вместе строить :  count:2  textCnt:2
руководитель группа эксперт :  count:2  textCnt:2
, авиабаза израильский :  count:2  textCnt:2
наблюдение за тем :  count:2  textCnt:2
орбита марс . :  count:2  textCnt:2
иракский город мосул :  count:2  textCnt:2
